first_name,last_name,email,phone,title,industry,company_size,account_id,last_activity,deal_name,amount,close_date,stage,owner
Raymond,Gibson,patricksmith@example.org,,English as a foreign language teacher,PLC,500+,a4f0bcac-18c7-4a44-a688-69e2a9464c4c,2025-04-01,Brand Innovative E-Markets Deal 240,8994.77,2025-05-12,Closed Lost,michele81@example.com
James,Sanchez,michaellong@example.org,+1-696-414-3513x818,Advertising copywriter,,500+,47567fa1-0f31-43e1-880f-b4773444be04,2025-02-24,Facilitate Interactive Platforms Deal 241,37092.38,2025-05-21,Closed Lost,julievelez@example.org
Edward,Diaz,anthony75@example.com,001-436-999-4100x619,Exhibition designer,,201-500,,2025-04-09,Empower Magnetic E-Business Deal 242,,,Negotiation,grichardson@example.net
Joseph,Perez,agreen@example.com,(221)859-2564x674,"Engineer, water",,500+,cd59d062-9f1a-4539-8516-913f27fd3093,2025-03-18,Utilize End-To-End Networks Deal 243,,,Closed Won,
Erik,Mclaughlin,not-an-email,123-abc,"Therapist, sports",Ltd,51-200,fee69e89-2ba4-49e3-b57f-f7e13fe9d4cb,2025-04-11,Unleash Frictionless Action-Items Deal 244,,2025-05-12,Prospecting,jeffreyshelton@example.com
Cody,Murphy,silvacarol@example.com,264.444.7889,Financial trader,PLC,1-10,,2025-04-18,Brand Mission-Critical Interfaces Deal 245,49398.52,2025-04-27,Closed Lost,uharrison@example.org
Elizabeth,Pena,martinjoshua@example.net,630.497.7468x68090,Cabin crew,and Sons,500+,,2025-04-11,Brand Granular Web-Readiness Deal 246,,2025-04-11,Negotiation,
Michael,Wilson,ufrancis@example.net,980.583.5195,Acupuncturist,Group,500+,d864460a-f551-46f6-b7b8-a4a15cd5a1db,2025-03-25,E-Enable Intuitive Deliverables Deal 247,24556.19,2025-04-15,,wgonzalez@example.org
Amy,Patrick,james26@example.net,596-303-0081x056,Occupational psychologist,PLC,1-10,34f4ce07-144c-4936-b00b-a00fb913d3b2,2025-03-12,Synthesize Customized Content Deal 248,22886.33,2025-05-01,Negotiation,raymondwatson@example.net
David,Mcdonald,phillipsjulie@example.net,718-795-1900x855,Clinical biochemist,and Sons,201-500,1092d5a5-f0f1-4efc-94a0-79567d218732,2025-04-05,Embrace Global E-Services Deal 249,18752.16,2025-04-22,Closed Lost,eric86@example.org
Janice,Burnett,ashley50@example.net,711.522.3183,Psychiatric nurse,PLC,1-10,a3e7d138-94ec-48d8-af69-303a81a6cbda,2025-04-17,Cultivate Vertical Partnerships Deal 250,46192.58,2025-04-22,Prospecting,
Joseph,Thompson,,(894)617-4652,Insurance claims handler,and Sons,51-200,b259fb14-a796-4ca2-81be-1385b8d312a1,2025-03-08,Mesh Wireless Applications Deal 251,43055.07,2025-04-16,Proposal,holly60@example.net
Eric,Harrington,alicialucas@example.com,484-222-7397,Risk analyst,Group,11-50,0589b7b1-8933-4800-9c6d-b3979dc1ca2b,2025-03-24,Extend Innovative E-Business Deal 252,-1000.0,2025-05-05,Closed Won,
Anne,Bowman,not-an-email,733.735.6376x282,Glass blower/designer,Group,11-50,e6eeacd8-9438-4bf8-8da8-cf7a835a1c73,2025-03-17,Seize Enterprise Convergence Deal 253,,,Negotiation,vhowell@example.com
Tiffany,Adams,,+1-266-535-6217x995,"Geologist, engineering",,201-500,d8283a61-6f57-45c3-94a8-068086a829d4,2025-02-23,Repurpose Distributed Channels Deal 254,,,,bperez@example.com
Bryan,Boyd,weberjennifer@example.org,(384)819-1598x4227,"Designer, jewellery",Group,51-200,b07bd8dd-675b-41f2-aec2-14cb3a6ad6a8,2025-03-27,Generate Turn-Key Info-Mediaries Deal 255,28419.79,2025-05-17,Closed Won,kmoore@example.com
Jay,Gomez,jenkinsdavid@example.com,653-887-6458,Estate agent,Inc,1-10,fb114ee3-10fe-4bb8-8ee7-68bf679f0527,2025-02-25,Drive B2C Technologies Deal 256,45958.7,2025-05-20,Closed Won,angelica77@example.com
Danielle,Rios,psmith@example.com,(523)998-0074,Surgeon,,500+,63ed9479-7734-4bfd-a2e9-e22abce2372d,2025-03-05,Transition Dot-Com Methodologies Deal 257,-1000.0,2025-05-21,Negotiation,lindseyriley@example.org
Eric,Moore,mbarber@example.net,467-621-1500x940,Air cabin crew,Inc,500+,caba3f7a-7a8d-4f11-bf7c-d0c812a14d2a,2025-03-17,Generate Cutting-Edge Content Deal 258,12571.18,2025-04-12,Proposal,lucaserin@example.com
Derrick,Hernandez,umurray@example.net,123-abc,Actor,Inc,11-50,40531fef-d2d3-4b42-bc1f-b6b05b476745,2025-03-22,Extend B2B E-Business Deal 259,35345.69,2025-05-01,Negotiation,
Diamond,Hill,kimberly59@example.com,(616)892-8949,Counselling psychologist,LLC,51-200,,2025-03-25,Exploit Mission-Critical E-Commerce Deal 260,1567.97,2025-05-16,Closed Lost,karen73@example.org
David,Cochran,not-an-email,123-abc,Structural engineer,Group,1-10,982f07d7-5126-45ea-9f69-38d34105e78e,2025-03-01,Innovate Next-Generation Solutions Deal 261,42529.25,2025-04-20,Closed Lost,
Abigail,Rosario,martinezlinda@example.com,001-756-246-6946x388,Mechanical engineer,,500+,7d7ec69b-0ab3-4fec-bc5e-3a17a8dd046e,2025-03-15,Matrix Proactive Metrics Deal 262,49137.66,2025-05-17,Proposal,carlsonrebecca@example.org
Paul,Brock,owensmatthew@example.com,+1-605-777-9527x25876,"Engineer, civil (consulting)",PLC,201-500,d368b8c4-b4e5-4e06-b479-6bdbb0f490d8,2025-03-20,Integrate Cutting-Edge Methodologies Deal 263,1910.91,2025-05-11,Negotiation,scottadams@example.net
Emily,White,,(342)851-7817x6366,Sports development officer,LLC,51-200,475bf0a4-2b4f-4531-9af1-4af90e18e617,2025-03-09,Architect Enterprise Solutions Deal 264,7339.06,2025-05-08,Prospecting,williamgallegos@example.net
Micheal,Hawkins,david65@example.net,(779)700-6329,Charity officer,,201-500,04e4802a-d2aa-4317-a551-4a05e3367e23,2025-03-11,Synergize Seamless Web-Readiness Deal 265,46481.3,2025-05-16,Closed Won,wardsusan@example.com
Michael,Guzman,flowersgarrett@example.com,333.387.5821x72191,"Programmer, multimedia",,201-500,,2025-04-20,Harness Killer E-Commerce Deal 266,44655.91,2025-05-03,Proposal,hallronald@example.net
David,Taylor,rebecca38@example.net,467.799.9895,Dramatherapist,Group,,fa35a788-e630-430a-947e-e4b594db5a9b,2025-03-01,Facilitate Scalable Models Deal 267,,2025-05-21,Closed Lost,dolson@example.com
Sarah,Bradley,,001-407-772-4578,"Education officer, community",LLC,51-200,,2025-04-05,Cultivate Cutting-Edge Roi Deal 268,29595.37,2025-04-26,Closed Won,yvetteingram@example.net
Samantha,Stevens,hicksdennis@example.net,867.446.3981,"Psychologist, counselling",PLC,51-200,5a94440c-5596-4212-9725-2dc689916ebc,2025-02-20,Syndicate Distributed Interfaces Deal 269,-1000.0,2025-05-11,Closed Won,hallamy@example.net
Emily,Estes,joehansen@example.org,733-272-7762x0376,Multimedia programmer,PLC,500+,69496601-ffa7-42b8-af91-d4d6e2110238,2025-03-14,Benchmark Extensible Vortals Deal 270,-1000.0,2025-04-28,Closed Won,andrewsalinas@example.net
Jeffery,Abbott,icain@example.org,309-351-4801x236,Museum education officer,Inc,,247fdce5-6ebf-4dac-9f9f-d01014e377b4,2025-03-24,E-Enable Scalable Info-Mediaries Deal 271,2929.28,,,marcus70@example.com
Rebecca,Carter,kaylasmith@example.org,(695)291-9264x4365,Financial planner,Group,1-10,,2025-04-21,Engineer B2B E-Services Deal 272,32775.41,2025-05-07,Closed Won,stewartpatricia@example.com
Jessica,Villegas,tanya42@example.net,001-784-959-7965x376,Media planner,,,09611c2d-c4aa-48e2-bee4-fe7e53e3babe,2025-03-20,Evolve Transparent Users Deal 273,44028.72,,,branchjason@example.org
Michael,Mckay,karenphillips@example.com,3664088655,Set designer,PLC,11-50,7c50a243-4eb2-4f9f-90b6-a41b9c6894e0,2025-04-18,Generate Clicks-And-Mortar Methodologies Deal 274,16991.86,2025-05-01,Closed Won,nferguson@example.net
Terry,Christensen,,521.529.5365x039,"Engineer, energy",Inc,1-10,653f5371-555f-495e-9539-a4d5a557221a,,Integrate Distributed Users Deal 275,45167.71,2025-05-13,Closed Won,
Shaun,Patton,not-an-email,620-893-3082x765,"Editor, magazine features",and Sons,51-200,630ee008-e06f-4d12-81ef-bd227b578d82,2025-02-28,Enhance Turn-Key Synergies Deal 276,36434.42,2025-04-29,Negotiation,matthew56@example.net
Sandra,Gentry,,123-abc,Naval architect,and Sons,51-200,6ea3be2d-2fef-48dc-bd3c-9bf7a63ec546,,Deliver Cutting-Edge Convergence Deal 277,4285.04,2025-05-11,Proposal,maria84@example.net
James,Nelson,david17@example.net,2546331096,International aid/development worker,Group,1-10,56a649f6-cb09-48f9-9304-7dffbcb7ac89,2025-02-21,Disintermediate Granular Markets Deal 278,20084.15,2025-05-10,Proposal,jasminemurphy@example.com
Leslie,Medina,kmiller@example.com,940.702.2289x1882,Sales promotion account executive,and Sons,51-200,0eb6f867-6c6f-42e9-916b-af949bd208f2,2025-02-27,Deliver Granular Users Deal 279,,2025-04-27,Negotiation,qparker@example.com
Spencer,Hudson,,5993049619,"Surveyor, building control",Group,11-50,9faa9a35-b341-4ca5-a3c7-fca327997027,2025-04-13,Implement User-Centric Roi Deal 280,,,Proposal,
Christine,Harris,bchavez@example.com,942-763-6243,Public librarian,Ltd,11-50,0e1cea71-3a39-43f0-964e-b0a66ddd9b8e,2025-04-21,Reinvent Cross-Platform E-Tailers Deal 281,46508.82,2025-04-17,Closed Lost,dhoffman@example.org
Sarah,Bailey,vhodge@example.com,6476075334,Software engineer,and Sons,51-200,64a5b87b-3844-4540-8360-2bd241da5ea7,2025-04-20,Monetize Real-Time Technologies Deal 282,41932.72,2025-04-25,Prospecting,oharris@example.net
Amber,Wiggins,pattersonrandall@example.net,(853)853-8265x6669,Chemical engineer,Ltd,,db748b2d-397b-406e-8e3e-46a07a080db1,2025-03-19,Deliver Compelling Paradigms Deal 283,,2025-04-22,Proposal,christinabrooks@example.net
Debra,Bryant,,+1-900-819-4081x443,Trade union research officer,LLC,1-10,3720721c-8603-43b9-826c-27892b4c724f,,Deliver Out-Of-The-Box Content Deal 284,35828.91,,Closed Won,
Gabrielle,Morgan,mark96@example.org,123-abc,Web designer,,201-500,c5a1a9e3-d224-46b5-b9d2-fccf24777990,2025-03-02,Synthesize B2B Functionalities Deal 285,37670.82,2025-05-10,Proposal,crystal52@example.org
Brittany,Olsen,not-an-email,964.964.2597x6208,Customer service manager,Ltd,500+,0ac0c302-acb9-495c-890b-777aa780ceff,2025-03-13,Synthesize Cutting-Edge Channels Deal 286,,2025-04-14,Closed Won,max92@example.org
Gabriel,Moore,not-an-email,404-767-0266,"Engineer, production",Ltd,1-10,987307c5-862f-49e6-ab78-512c29f9e962,2025-04-10,Leverage Proactive Initiatives Deal 287,24945.45,2025-04-30,Prospecting,glenda28@example.net
Richard,Diaz,masseygarrett@example.org,123-abc,"Administrator, sports",Ltd,1-10,cf6070d2-0f03-4515-ab0a-7ed97a4f12ce,2025-04-02,Incentivize Customized Info-Mediaries Deal 288,17651.97,2025-04-20,Prospecting,christian17@example.org
Peter,Sexton,ian73@example.net,493.682.2300x13040,Textile designer,PLC,1-10,ab36bd96-52f5-4e6e-8b51-1376de0326cf,2025-04-09,Re-Intermediate Cross-Platform Models Deal 289,3810.92,2025-05-21,Closed Lost,brittanymaynard@example.org
Krista,Mathis,aliciajefferson@example.com,(369)796-1919,Building services engineer,Inc,11-50,12592f85-2c7e-44ae-aa2f-71b8409ac754,2025-03-01,Exploit E-Business E-Business Deal 290,40720.24,2025-05-21,Negotiation,ogriffin@example.net
Shaun,Anderson,john88@example.com,,"Administrator, sports",PLC,51-200,467cf76d-41a1-47ef-839f-2d22586ab711,2025-03-23,Generate Viral Partnerships Deal 291,36457.81,,Closed Won,mclaughlinjason@example.org
Lori,Middleton,,(768)966-1114x5763,Pensions consultant,Group,201-500,cf0f35ab-1484-4b7d-88df-681dd86d9aac,2025-03-27,Maximize Seamless Architectures Deal 292,15472.61,2025-05-10,Prospecting,adam86@example.net
Gregory,Carpenter,idurham@example.net,717-943-8210,General practice doctor,Inc,11-50,2e6d5dfa-ccec-4b31-8c82-2308a7501094,2025-03-19,Engineer Granular Architectures Deal 293,,2025-05-17,Closed Lost,zparks@example.org
Karen,Anderson,pamelaedwards@example.org,615-861-8552,Health and safety inspector,Group,1-10,48d696a1-90ba-43bd-879e-f626e5994793,2025-02-22,Brand Extensible Web-Readiness Deal 294,31940.55,2025-04-22,Negotiation,willisandrea@example.net
Raymond,Clark,not-an-email,3029197109,Chartered loss adjuster,,500+,,2025-02-27,Exploit Robust Infrastructures Deal 295,20600.51,2025-04-28,Closed Won,lisa03@example.com
Wanda,Mckinney,,791.385.1976x182,Records manager,and Sons,201-500,4640835f-fbbc-4b8f-9a27-6c0f29a365a4,2025-04-04,Grow Turn-Key Vortals Deal 296,28322.96,2025-05-06,Closed Won,janice54@example.com
John,Palmer,not-an-email,123-abc,Medical technical officer,Ltd,11-50,aaa4156d-546f-428d-a431-621594225702,2025-03-06,Enhance Efficient E-Commerce Deal 297,11859.1,2025-05-16,Proposal,dharris@example.org
Kristin,Castillo,ernest62@example.com,+1-807-744-7560x1902,Illustrator,and Sons,201-500,,2025-03-19,Enable Clicks-And-Mortar Content Deal 298,11289.94,2025-05-06,Negotiation,jennafaulkner@example.com
Erica,Collins,not-an-email,737-826-7717,Veterinary surgeon,LLC,51-200,b32317cf-16f2-477b-b7f5-4ec74d44bb90,2025-03-04,Reinvent Killer Communities Deal 299,39407.89,2025-04-21,Negotiation,anthonygoodwin@example.com
Justin,Lee,kristophergrimes@example.net,602.922.4872x97633,Nature conservation officer,Ltd,51-200,661d7245-94c2-4737-bd47-04e773713190,2025-03-17,Cultivate Cutting-Edge Communities Deal 300,11618.63,2025-04-26,Negotiation,tcompton@example.com
Rita,Jackson,brucekatelyn@example.com,(770)401-0969x8306,Housing manager/officer,Inc,1-10,2a7287dd-3b04-4182-bcf6-485c193db41d,2025-03-07,Streamline Cutting-Edge Markets Deal 301,,2025-05-11,Proposal,meadowsmark@example.org
Gregory,Kaufman,angelawood@example.net,,Personal assistant,and Sons,,528557aa-cc49-4fb8-82b9-be6f3410655f,2025-03-13,Maximize Enterprise Portals Deal 302,,2025-04-17,Proposal,icabrera@example.com
Anthony,Roberts,jessicahebert@example.com,001-841-258-8758x3056,Learning mentor,and Sons,500+,,2025-03-01,Benchmark Synergistic Networks Deal 303,34528.12,,Proposal,millermichael@example.org
Virginia,Williams,whitneyhunt@example.net,487.718.2711x309,Location manager,,201-500,161ffa85-9d7f-4073-bb36-3e8e6c54aa33,2025-04-01,Implement Impactful E-Tailers Deal 304,28047.49,2025-04-16,Prospecting,leah39@example.org
Anna,Clark,noah66@example.net,(666)587-3219x56375,"Secretary, company",Group,51-200,c472fd5a-0a0b-4cae-b682-56345a680383,2025-04-12,Syndicate Back-End Partnerships Deal 305,37045.05,2025-05-12,Closed Lost,hernandezkatelyn@example.net
Joseph,Wilson,eric02@example.net,001-790-497-3208x5606,Furniture conservator/restorer,Ltd,500+,b81b974a-fc13-4c1d-95a7-3558599d5efd,2025-03-03,Productize Turn-Key Functionalities Deal 306,,2025-04-18,Closed Lost,johnathan64@example.org
Christopher,Nelson,anita88@example.net,+1-204-706-7949x65080,Operations geologist,Inc,51-200,8262aa05-4315-40eb-a26e-b099266f89c5,2025-03-29,Unleash Enterprise E-Business Deal 307,3165.24,2025-04-29,Proposal,veronicacraig@example.net
Melanie,Holmes,not-an-email,7614842936,Neurosurgeon,LLC,,,2025-03-20,Disintermediate Cutting-Edge E-Services Deal 308,3416.75,2025-05-06,Closed Lost,hopkinsalexandra@example.org
Matthew,Herrera,hgordon@example.net,001-829-799-7660x7894,Firefighter,and Sons,500+,e7316ae5-7888-4e27-a71a-aec6418bf629,2025-03-24,Maximize Open-Source Schemas Deal 309,33702.52,2025-05-08,Closed Won,cindygarcia@example.org
Brandon,Anderson,,123-abc,"Investment banker, operational",LLC,201-500,9fd8c2b4-a25e-4f89-acd8-18129e8ba11d,2025-03-24,Maximize Cross-Media Solutions Deal 310,14160.89,2025-05-08,Proposal,denisewarren@example.com
Bob,Russell,schneidertracy@example.org,9504280960,Regulatory affairs officer,PLC,,cd7fdd07-a8dc-4430-a4d2-99ea69279d89,2025-02-25,Engage Out-Of-The-Box Systems Deal 311,5091.82,2025-05-09,Prospecting,xchandler@example.com
Jonathan,Thomas,vhodge@example.com,001-911-724-1600x311,Dietitian,PLC,,,2025-02-23,Monetize B2B E-Markets Deal 312,16190.31,2025-04-18,Closed Won,drich@example.net
Nathaniel,Brewer,angelaherring@example.org,425.769.3348,Accounting technician,and Sons,1-10,9fdc5dd4-3ee3-4516-bc38-b8b518ab163d,2025-03-13,Integrate Extensible Methodologies Deal 313,24063.87,2025-05-15,Proposal,fosterchristopher@example.net
Mary,Sanders,not-an-email,123-abc,"Engineer, site",,,c302991e-13b1-4ca6-93d5-a356fd8c436f,2025-03-26,Revolutionize One-To-One Experiences Deal 314,23820.05,2025-05-11,Closed Lost,kristinharrison@example.org
Robert,Jones,jarnold@example.org,4142600856,Museum/gallery curator,LLC,,e2f85032-237d-4f26-b214-0c4eac520058,2025-03-01,Cultivate Real-Time Web-Readiness Deal 315,-1000.0,2025-05-06,Prospecting,amber13@example.com
Cathy,Day,castroashley@example.net,234-242-6134x70173,"Scientist, forensic",PLC,,e484af05-4072-46d4-892e-e33fbb30e637,2025-02-24,Redefine Revolutionary Channels Deal 316,8133.15,2025-05-11,Closed Won,qwashington@example.org
Katherine,Wood,,001-860-728-7544,"Nurse, mental health",Inc,,1e5cebe7-3407-47a6-beae-7d62ce0e68f1,2025-04-07,Utilize Viral E-Services Deal 317,,2025-04-18,Closed Won,patricia29@example.net
Michael,West,julia87@example.net,001-649-460-0651x97817,Contracting civil engineer,Inc,11-50,,2025-04-02,Disintermediate Killer Info-Mediaries Deal 318,42452.67,2025-04-17,Proposal,hayneslori@example.net
Tammy,Nguyen,,001-521-510-4900x41133,"Biochemist, clinical",Ltd,201-500,,,Monetize Holistic Methodologies Deal 319,25373.73,2025-04-26,Negotiation,davidgomez@example.net
Christopher,Baker,jasmine41@example.com,(579)485-2155,Personnel officer,Inc,500+,814304f9-ac8e-43be-b176-cb0fe15790f7,2025-04-16,Seize Global Systems Deal 320,32350.55,,Closed Lost,christina46@example.org
Brenda,Thomas,tonyamorgan@example.org,487-748-7237x29408,Air traffic controller,LLC,,777dd402-dfcf-4f50-a25b-e07b70cd729f,2025-04-06,Drive Dynamic Mindshare Deal 321,44880.27,2025-05-19,Prospecting,stephanie40@example.org
Joseph,Richardson,douglassmith@example.com,788.697.1389,Senior tax professional/tax inspector,LLC,11-50,7e136095-9210-4ad5-bbf8-993688674619,2025-03-08,Architect Next-Generation Synergies Deal 322,4918.53,,Closed Lost,awells@example.org
Roberto,Rogers,mark74@example.org,(367)409-5776,Bookseller,,51-200,64219cd0-eca9-4887-85a9-06485d22d1a5,2025-03-07,Maximize Interactive Models Deal 323,27794.61,2025-04-28,Negotiation,nicolerivera@example.net
James,Gordon,thomassarah@example.com,580-517-0550x85631,"Civil engineer, contracting",Group,201-500,ae40e612-8d2d-42ee-aa4c-2247419778cd,2025-03-30,Orchestrate Seamless Solutions Deal 324,7196.67,2025-05-06,Closed Lost,john39@example.net
Christopher,Jones,,9169690457,"Engineer, electrical",Ltd,51-200,621f9f7b-2cda-4663-8a80-2f22af945530,2025-03-25,Productize Seamless Synergies Deal 325,21300.14,,Prospecting,torresbradley@example.org
Micheal,Sanchez,plynch@example.net,+1-976-884-4775x03894,Chief Executive Officer,PLC,1-10,5b836ae9-4e6b-4855-bd9b-0c5f9b5c9a16,2025-03-14,Unleash Efficient Networks Deal 326,19854.94,,Prospecting,douglaswhite@example.net
Kelly,Mccormick,elijahstout@example.net,(496)255-2333x61963,Patent examiner,and Sons,500+,d210f98f-d6bc-49d3-9a48-a7747b2c010f,2025-03-30,Mesh Global Eyeballs Deal 327,-1000.0,2025-05-02,Closed Lost,robinrose@example.net
Nathan,Shelton,wanda13@example.org,,"Engineer, broadcasting (operations)",Group,51-200,1580da7d-0638-49ff-b4f5-b3ba433d3ad6,2025-03-08,Implement Magnetic Systems Deal 328,14850.86,2025-05-21,Proposal,gutierrezbrittany@example.com
Lisa,Dunn,lynnseth@example.org,(333)428-7452x8338,"Civil engineer, consulting",Inc,201-500,d93519c9-f7f6-4810-97fa-6c7faf9d9678,2025-03-24,Cultivate Back-End Portals Deal 329,43744.58,2025-05-03,Closed Won,davidmartin@example.org
Alexander,French,karina23@example.org,(766)445-1708,"Engineer, land",LLC,500+,3b830f31-5793-4f37-bdd4-b984374b1e83,2025-03-20,Visualize Revolutionary Deliverables Deal 330,48076.38,2025-05-18,Proposal,sheila16@example.com
Patricia,Clements,aevans@example.org,+1-901-723-1477x1151,Clothing/textile technologist,Group,11-50,68f711b9-83a6-4ac2-9631-5e2ec6af540d,2025-03-27,Deploy B2C Info-Mediaries Deal 331,,2025-04-24,Prospecting,matthew77@example.net
Christopher,Johnson,dawnramsey@example.org,(590)382-0064,Local government officer,and Sons,201-500,40f2a387-03d9-4837-8cc8-04503de41cca,,Engineer Real-Time Supply-Chains Deal 332,-1000.0,2025-04-25,Proposal,wrightjoshua@example.com
Morgan,Ramos,kelleymichele@example.net,267.415.4990x63271,"Surveyor, building",and Sons,51-200,,2025-03-05,Grow Bricks-And-Clicks Platforms Deal 333,40039.26,2025-05-18,Proposal,kathleenjames@example.org
Victoria,House,jose10@example.com,(922)784-0440,TEFL teacher,LLC,1-10,ae542462-e14d-47f4-a779-30166dc6d731,2025-03-12,Synthesize Real-Time Platforms Deal 334,47526.37,,Closed Lost,pfuller@example.org
John,Atkins,robert23@example.com,627-371-1909,"Geneticist, molecular",,11-50,48ec8042-60d0-480c-a2bb-4d02202d6d33,2025-04-17,Unleash Sticky Architectures Deal 335,30065.31,2025-04-25,Negotiation,olee@example.org
Brian,Meyer,,123-abc,"Scientist, physiological",PLC,51-200,f301b27d-88df-4e04-b399-c75c521f88bd,2025-03-26,Engage Robust Models Deal 336,42441.18,2025-04-18,,kimberlydouglas@example.com
Julie,Gonzalez,barbarastevens@example.org,+1-934-585-8985x915,Drilling engineer,Inc,1-10,4c49cd8b-ea9f-4ab8-b393-4fe2561a875a,2025-04-11,Syndicate Killer Markets Deal 337,1092.45,2025-05-01,Closed Lost,amanda12@example.com
Deborah,Dixon,vanessapatterson@example.net,+1-261-250-2421x097,"Designer, multimedia",and Sons,51-200,a4792f46-ac36-4017-8322-1ebd606205a0,2025-03-16,Leverage Rich Mindshare Deal 338,,2025-05-02,Negotiation,yhunter@example.org
Bradley,Mason,zrodriguez@example.net,001-644-911-9938x37328,Administrator,Ltd,,1b4a048f-b4cd-4682-9afd-4cc16fa5b7fc,2025-03-16,Mesh Bricks-And-Clicks Action-Items Deal 339,,2025-05-01,Negotiation,thomasrobert@example.com
Sandra,Davis,debbiescott@example.org,453.997.9977,Materials engineer,and Sons,500+,c70de3ca-2a21-4d00-9231-584bad965db6,2025-03-17,Deploy Best-Of-Breed Supply-Chains Deal 340,,2025-04-30,Closed Won,deborahrose@example.com
Craig,Moran,suzanneguerrero@example.com,952.537.2081x63252,Special effects artist,PLC,1-10,6ef53c4b-4d2a-47d8-9cdc-1c0c57d3ca9a,2025-04-21,Engage Frictionless Portals Deal 341,43546.86,2025-05-06,Closed Lost,taylor37@example.org
Lacey,English,,987-843-0057x81031,Civil Service administrator,LLC,1-10,9acf5e4c-aa89-41ef-b4f6-bfbad084e495,2025-03-15,Leverage Front-End Action-Items Deal 342,35072.92,2025-05-17,Prospecting,gsmith@example.org
Stephanie,Torres,daniellelowe@example.org,(790)224-9080,Chartered accountant,,51-200,044d18b7-6990-46d7-b6ee-58911d54ce09,2025-03-26,Evolve Front-End E-Business Deal 343,5002.84,2025-04-14,Negotiation,alison81@example.net
Timothy,Higgins,khill@example.org,123-abc,"Administrator, sports",Group,,,2025-04-11,Re-Intermediate Intuitive Niches Deal 344,49681.28,2025-04-17,Proposal,whiteryan@example.org
Anne,Rodriguez,,7744750114,Barrister's clerk,Group,500+,,2025-03-29,Facilitate Customized Synergies Deal 345,-1000.0,,Closed Lost,jesus72@example.net
Gail,Bush,mstewart@example.net,+1-886-482-3019x7593,Nature conservation officer,and Sons,51-200,dddde3f8-b1b8-4063-8f73-128b7b999c80,2025-03-23,Aggregate Viral Convergence Deal 346,-1000.0,2025-04-15,Prospecting,kyle98@example.net
John,Rowe,unguyen@example.net,2415776157,Ecologist,,11-50,a9c99be6-e5ec-4f29-a749-2df96d1ea53b,2025-03-05,Productize Wireless Portals Deal 347,36450.69,2025-04-12,Proposal,jmoore@example.com
Brian,Brown,,418.562.3838x6906,Communications engineer,PLC,11-50,dbdf5b9d-1ff4-4415-ac4c-7717586b0c82,2025-03-19,Enable Bleeding-Edge Interfaces Deal 348,26805.66,2025-04-12,Proposal,kennedysamuel@example.net
Crystal,Roman,nayers@example.net,001-619-976-7187,Risk manager,PLC,1-10,3e2ddd5c-3653-4363-a5ee-8f98f38b2969,2025-04-18,Harness Viral Metrics Deal 349,,2025-05-13,Proposal,courtneyjones@example.net
Katelyn,Wolfe,williamsangel@example.com,+1-332-887-2432x62881,Site engineer,Group,51-200,924a911f-136e-4b43-ad46-e917e0189383,2025-04-05,Incentivize Dynamic Web Services Deal 350,42054.55,,Negotiation,ryan28@example.org
Laura,Vasquez,stacyobrien@example.org,7372182095,Toxicologist,Inc,11-50,cb90eda9-f5e1-4e10-b006-5772b1543159,2025-04-10,Synthesize Holistic Niches Deal 351,-1000.0,2025-05-14,Closed Lost,mcdonaldjames@example.com
Joseph,Rogers,justin94@example.org,451-697-7862,Ambulance person,PLC,201-500,97a5ab10-052d-43b6-986a-9088da57366f,2025-03-16,Matrix B2C Bandwidth Deal 352,10178.28,,Proposal,dukejacqueline@example.org
Teresa,Barnes,bartlettmatthew@example.net,001-756-714-6434,Operational researcher,Ltd,,f937bdc1-a812-45d9-829e-430732528951,2025-03-26,Integrate Clicks-And-Mortar Communities Deal 353,,2025-04-27,Closed Won,theresa91@example.com
Joshua,Stone,laneemily@example.org,2312098033,Social researcher,Group,51-200,3d81dad9-8997-4588-931d-19813f4833b1,2025-04-19,Enable Turn-Key Niches Deal 354,18401.41,2025-05-18,Closed Won,
Sean,Good,zrogers@example.com,001-934-518-9381x3897,"Teacher, music",Group,11-50,aafe58d2-e133-4798-9a1a-e39d402dd92d,2025-04-09,Generate Dot-Com Action-Items Deal 355,-1000.0,2025-05-13,Negotiation,markbarnett@example.com
Joel,Larsen,michellevelazquez@example.com,123-abc,Dealer,Ltd,51-200,3db939a9-b442-43ca-b4b2-736592678e67,2025-03-08,Scale Leading-Edge Supply-Chains Deal 356,37539.68,2025-04-30,Closed Won,torresjeffrey@example.net
William,Williams,anthonykeith@example.com,(499)664-2593x59674,Mechanical engineer,LLC,11-50,975f7e23-f44d-4ab5-964a-ebc98dce604c,2025-03-04,Re-Contextualize Bleeding-Edge Paradigms Deal 357,44862.26,,Closed Lost,kathleen59@example.com
Sarah,Garcia,hendrickswilliam@example.net,(300)327-0372x77218,Dealer,Group,11-50,8f73c549-4ad5-42ef-ae2f-960dc9a65ac5,2025-02-27,Mesh Open-Source Niches Deal 358,1630.64,2025-05-10,Proposal,stephanie97@example.org
Walter,Strickland,jason67@example.org,681-473-6931x7839,Cartographer,PLC,11-50,60df9f0e-af4a-4fea-aefb-da29e66ecd8d,2025-02-27,Iterate Strategic E-Tailers Deal 359,34920.08,2025-04-12,,mirandapeters@example.net
