first_name,last_name,email,phone,title,industry,company_size,account_id,last_activity,deal_name,amount,close_date,stage,owner
Kevin,Miller,esmith@example.com,+1-900-975-9052,Probation officer,LLC,1-10,77cd6cb7-53cf-4d4b-b688-a3bf6e6b5d90,2025-04-07,Repurpose Impactful Info-Mediaries Deal 72,21021.79,2025-04-18,Closed Won,bakereric@example.com
Christopher,Williams,colemanleroy@example.net,001-239-343-7852,Fitness centre manager,Inc,,7c4e2e9d-1c44-44cc-8565-7b85539d7875,2025-03-06,Generate Dot-Com Schemas Deal 479,14713.94,2025-04-29,Negotiation,castrodiana@example.com
Manuel,Swanson,thomas14@example.org,450-993-6331,"Surveyor, land/geomatics",LLC,51-200,52316ca1-7ecb-4451-a5d9-6540ed56160b,2025-03-05,Drive Plug-And-Play Relationships Deal 45,24209.64,2025-04-28,Proposal,jenniferhayes@example.com
Donald,Gross,saundersmelissa@example.net,(501)683-5914x7005,Brewing technologist,and Sons,500+,909952e9-4070-4c5b-8c6e-6e41338e5e5d,2025-03-11,Orchestrate Clicks-And-Mortar Models Deal 194,33135.86,2025-05-27,Prospecting,dholt@example.org
Karen,Hawkins,annettelandry@example.net,+1-382-634-3446x299,Housing manager/officer,Inc,1-10,6f17d902-c8b0-4f4f-acf6-9f2ed2edcba1,2025-03-31,Morph Holistic Web Services Deal 289,31012.43,2025-05-20,Closed Won,martinezashley@example.net
Shannon,Smith,salazarmonica@example.com,(475)530-0039x9744,Government social research officer,Group,201-500,508ba894-06a5-4377-8ce6-66cc1af7c667,2025-04-22,Monetize Proactive Bandwidth Deal 301,,2025-04-27,Prospecting,hollyjohnson@example.org
Scott,Kelly,mlamb@example.net,+1-587-221-8174x2423,Academic librarian,PLC,1-10,6447b87f-3e44-4a6f-af72-e2b04326e264,2025-04-24,Innovate Dot-Com Deliverables Deal 285,23146.53,2025-05-19,Negotiation,rodriguezkatherine@example.net
Jennifer,Riley,schultzrichard@example.com,+1-978-327-6962x7919,Charity fundraiser,and Sons,51-200,9ff04b98-1ee0-491a-b195-bec0a77ef319,2025-04-03,Orchestrate Dynamic Info-Mediaries Deal 137,27913.05,2025-05-25,Proposal,autumn22@example.net
Harold,Melton,sarahchristian@example.com,9322954810,Operations geologist,and Sons,51-200,1c2bb75b-25e8-4490-8643-ebef9179aa5a,2025-04-07,Drive Cutting-Edge Technologies Deal 255,16540.74,2025-05-14,Closed Lost,amanda15@example.org
Donald,Carter,valenzuelaandrew@example.org,297-757-3862x843,"Teacher, adult education",LLC,201-500,b536eec8-9f5b-49cd-83e5-3e832cf318d2,2025-04-09,Transition Ubiquitous Networks Deal 89,2304.11,2025-04-21,Proposal,ruth71@example.net
Calvin,Alexander,randy90@example.com,592.463.6033,Chief Financial Officer,Group,500+,33efcf61-be4c-4a3a-9a04-fcea39cf63cd,2025-04-26,Enhance Turn-Key Initiatives Deal 202,5957.5,2025-04-29,Closed Lost,ecross@example.org
Zachary,Green,mathisaaron@example.net,+1-623-768-3169x43159,Chief Executive Officer,Ltd,201-500,4ca9fcfd-688d-4cef-a1e0-4e984e16da1a,2025-04-21,Empower Revolutionary E-Markets Deal 176,11501.54,2025-05-05,Prospecting,brianaarnold@example.com
Rickey,Savage,erinnichols@example.com,+1-660-752-7786,Education administrator,Ltd,1-10,b5a0178a-23b6-43af-b833-ea0a724b265f,2025-03-10,Enhance Compelling Action-Items Deal 183,39524.06,2025-05-27,Closed Lost,kennedymichael@example.org
Daniel,Gregory,blackdean@example.net,(504)264-8347x697,Community pharmacist,Inc,1-10,45b5f921-f9c3-4070-9eb6-8f279c4aa906,2025-04-05,Synthesize Virtual Metrics Deal 175,31389.22,2025-04-21,Prospecting,anthonyreid@example.net
Rebecca,Black,hickswilliam@example.org,848.556.5822,"Scientist, research (medical)",and Sons,51-200,efac1106-ea66-44e4-8985-4ddcbf90a2b9,2025-04-03,Cultivate Rich Portals Deal 484,,2025-05-25,Proposal,russocalvin@example.org
Breanna,Lowery,andrewsdavid@example.org,254.555.5046x413,Ranger/warden,PLC,51-200,b2fe34e3-782c-4d64-b977-81be51e4c4c8,2025-03-11,Reinvent Real-Time Eyeballs Deal 443,16671.63,2025-05-04,Closed Won,dustin73@example.net
Grant,Medina,crystal69@example.org,+1-414-285-4512x1639,Catering manager,LLC,201-500,49cacad3-899d-4cad-b489-1bd06bb903db,2025-04-05,Facilitate Next-Generation Metrics Deal 445,24301.74,2025-05-05,Negotiation,patriciablanchard@example.com
Nicole,Ford,brobinson@example.org,308-948-7652,Paediatric nurse,Group,11-50,85021432-f6a4-4a45-9eb9-998d76515212,2025-03-28,Re-Intermediate Next-Generation Initiatives Deal 84,10766.75,2025-04-22,Negotiation,jerryvargas@example.net
Erika,Bryant,emilyibarra@example.org,410-897-9478x530,"Therapist, sports",LLC,,5dd0283f-eb5f-4eaa-8851-2dd5654aecf7,2025-04-05,Cultivate Killer Bandwidth Deal 457,-1000.0,2025-04-20,Closed Won,scott01@example.net
Stephen,Diaz,zleon@example.net,+1-666-853-4470x73223,Personnel officer,LLC,1-10,2778184a-bb4a-4f51-bf99-550687b3fa23,2025-04-15,Productize User-Centric Functionalities Deal 134,33313.02,2025-05-20,Prospecting,ojackson@example.net
Sandra,Walter,rclay@example.com,669-329-4550x56367,Pathologist,Group,11-50,932c2cc2-4350-493b-aaef-b604ac961b53,2025-04-13,Enhance Visionary Models Deal 68,49532.98,2025-04-25,Negotiation,meredith29@example.org
Tara,Hobbs,klozano@example.org,3653981088,Tour manager,PLC,51-200,b6c2096f-5398-45bb-b332-83ae0c78c268,2025-04-10,Target Ubiquitous Functionalities Deal 246,26575.64,2025-05-10,Proposal,sean96@example.com
Laura,Peterson,zcalderon@example.net,984-815-4277x481,Petroleum engineer,LLC,11-50,241ccd05-2481-414b-b8a0-cc932f66d37b,2025-04-18,Utilize Bleeding-Edge Solutions Deal 240,48166.45,2025-04-24,Closed Lost,olivermonica@example.org
Stacy,Bowers,calderondawn@example.com,703-340-8516,Accounting technician,Inc,201-500,16944659-8f9b-45e6-abca-b5cf01b063c6,2025-04-16,Evolve Customized E-Services Deal 260,27871.44,2025-05-12,Closed Won,priceanthony@example.com
Joan,Carlson,matthew04@example.net,278-720-5306x0831,Adult guidance worker,LLC,11-50,5a1bcbdd-26f2-47f4-afee-d294c859a664,2025-04-01,Leverage Sticky Communities Deal 120,21281.13,2025-05-05,Closed Won,obryan@example.com
Mark,Carpenter,popejessica@example.com,865-698-3451x4197,Barista,Group,,,2025-02-27,Facilitate Bleeding-Edge Solutions Deal 428,24952.8,2025-04-21,Proposal,drakejillian@example.com
Douglas,Davis,jacksonanne@example.net,669.744.5270,Video editor,and Sons,51-200,b403da3c-68bd-4c38-b143-22415bb1e388,2025-03-06,Engineer Synergistic Users Deal 73,17379.09,2025-04-26,Closed Lost,randy47@example.org
Carrie,White,kelly61@example.org,373-681-9678x977,Health physicist,Ltd,500+,80b01f40-7166-403b-b32e-f20fb008bf55,2025-03-18,Reinvent Scalable Channels Deal 239,3259.86,2025-04-28,Closed Won,allisonbranch@example.com
Tracy,Becker,aguilarmelissa@example.com,001-454-294-5873,"Pilot, airline",Inc,1-10,3a8f47f2-de2f-4b9f-a03a-f7b27b7b1862,2025-03-12,Incentivize Synergistic Users Deal 217,38298.02,2025-05-18,Prospecting,regina27@example.org
Michelle,Lewis,erin27@example.net,+1-715-808-8087x0113,Paediatric nurse,LLC,51-200,8fa06d03-385c-4216-a495-4031e29682ff,2025-03-11,Whiteboard Seamless Users Deal 70,27490.37,2025-04-22,Closed Lost,morrowalexander@example.org
Robert,Allen,qvelasquez@example.com,001-326-933-0019,Naval architect,Group,1-10,e3ebbe6c-47d3-461d-928f-a51ec162b81a,2025-04-08,Envisioneer Real-Time Partnerships Deal 104,39402.15,2025-04-25,Proposal,crosschristopher@example.org
Lauren,Gutierrez,blakebrown@example.com,(879)754-5007x8873,Horticultural therapist,PLC,201-500,3e3eb5d0-b1ae-4899-ad44-d9fa156478e9,2025-03-12,Iterate Rich Action-Items Deal 259,45824.31,2025-05-20,Prospecting,andrew66@example.org
Amy,Farmer,sue33@example.net,829-556-2577x29417,Early years teacher,LLC,11-50,4b734d7b-aa4e-48ef-b233-ad1ef51017a3,2025-03-21,Synergize Enterprise E-Business Deal 305,,2025-04-26,Closed Lost,burtonjohn@example.org
Sarah,Brown,jennifer26@example.net,001-901-326-3923x60404,"Engineer, agricultural",Ltd,11-50,5e117d17-f44d-4c74-9baa-eb0207e9b9f3,2025-02-27,Target Leading-Edge Portals Deal 391,44203.44,2025-04-20,Closed Lost,gonzalezsamuel@example.net
Robert,Grant,michaelnixon@example.org,+1-668-801-2013x011,Lobbyist,PLC,201-500,1294a475-1ad1-4a9c-815f-e12218dcd46e,2025-04-03,Strategize Customized Models Deal 0,29487.24,2025-04-22,Negotiation,pparker@example.net
Jonathan,Davis,adamscarrie@example.org,493-264-0816x7283,"Sales professional, IT",Group,,624e54d2-e068-42d2-b448-d4f88446f2a4,2025-03-03,Redefine 24/7 Convergence Deal 425,-1000.0,2025-04-26,Proposal,mcculloughstephen@example.net
Sharon,Freeman,ccraig@example.org,+1-775-285-7775,Telecommunications researcher,Ltd,201-500,8b8095ad-68ce-4589-a30e-28eb0222e710,2025-03-29,Synthesize Customized E-Tailers Deal 206,12185.17,2025-05-09,Prospecting,rgould@example.net
Mike,Lynch,gonzalezjohn@example.com,(873)877-8342x52321,Chartered accountant,Inc,1-10,a443bf8e-12c4-4220-8fda-9e00d7c1ed2a,2025-03-28,Re-Intermediate Interactive Functionalities Deal 291,26714.08,2025-04-23,Prospecting,katie93@example.org
Cynthia,Wilson,christopherwhitehead@example.org,245.389.0913x767,Risk analyst,Inc,201-500,92ae7ef0-2311-4f68-abf3-69376a5be677,2025-03-11,Maximize Value-Added Schemas Deal 51,23318.68,2025-05-14,Proposal,beth43@example.net
Leslie,Atkinson,lgardner@example.org,881.423.6405,Landscape architect,and Sons,51-200,bdaf2f95-3c2f-42b5-ab9b-18e9412f766f,2025-04-26,Cultivate Cross-Platform Schemas Deal 435,18112.54,2025-05-08,Prospecting,monicagutierrez@example.org
Ronald,Harris,ylopez@example.org,(449)809-8884x72832,Research scientist (physical sciences),Group,500+,4cdfe2f4-c19a-41da-8bc2-03f55f659d0e,2025-03-08,Visualize Web-Enabled Models Deal 292,8855.41,2025-05-22,Prospecting,harmondawn@example.org
Stephanie,Torres,clarkshelby@example.org,123-abc,"Solicitor, Scotland",and Sons,51-200,,2025-04-24,Cultivate E-Business Info-Mediaries Deal 324,15110.47,2025-05-17,Negotiation,ericksonkeith@example.com
Joshua,Morgan,maddenrobert@example.com,803.715.6436,Hydrographic surveyor,LLC,11-50,2468801e-c16e-4aa1-ae76-71107717a3c9,2025-03-07,Visualize Cutting-Edge Niches Deal 398,32429.01,2025-05-01,Proposal,dustinbennett@example.net
Melissa,Smith,smithmark@example.net,855-465-5466x2127,Herpetologist,Ltd,500+,f8818303-5fb1-48a1-84ac-5e7b1bd75017,2025-04-03,Synthesize Next-Generation Info-Mediaries Deal 456,41877.56,2025-04-24,Negotiation,douglas14@example.org
Wendy,Holmes,dhunter@example.com,(227)399-3152,Horticultural therapist,and Sons,201-500,f6dcd07d-2a17-4064-8c70-19698da35548,2025-04-11,Brand B2C Info-Mediaries Deal 16,21564.8,2025-04-18,Negotiation,scox@example.org
Matthew,Marks,jonathanmoore@example.org,(552)566-4616,Dramatherapist,Inc,201-500,4e6ffa92-ee09-4656-be94-25cee8f191ed,2025-04-08,Benchmark Impactful Supply-Chains Deal 411,29188.64,2025-04-25,Closed Lost,danielle23@example.org
Mark,Willis,theresa30@example.org,(295)986-0946x482,Barrister's clerk,and Sons,11-50,3c15174c-ac8f-4666-8b5f-582aaaf64a88,2025-04-08,Utilize Killer Models Deal 105,15762.14,2025-05-26,Prospecting,margaretboyd@example.net
Claire,Farmer,jenniferbrooks@example.com,241.633.9840,Acupuncturist,LLC,201-500,97724cc5-d24a-4c7d-bea4-033002afa019,2025-02-26,Implement Revolutionary Action-Items Deal 280,44602.09,2025-04-25,Prospecting,thomas50@example.org
Todd,Baxter,bjames@example.org,8344939729,"Scientist, marine",PLC,201-500,89bd1871-1201-4276-a24d-000af5118687,2025-04-26,Integrate Real-Time Functionalities Deal 310,10617.11,2025-05-06,Prospecting,anthony59@example.org
Shane,Martinez,tsullivan@example.org,001-745-966-4771x457,Arts development officer,and Sons,500+,6158ee69-11cf-4aa4-b16c-4104ddbc40fb,2025-02-28,Transform Collaborative Content Deal 158,3362.98,2025-05-19,Closed Lost,jessica24@example.org
Danielle,Young,robinsoncharles@example.org,372.378.4677,Landscape architect,LLC,,da1cde8d-d376-4c69-a8be-5f6cbf568cf8,2025-03-13,Drive 24/365 Eyeballs Deal 399,-1000.0,2025-05-27,Prospecting,cynthiasmith@example.com
Taylor,Ramos,ylane@example.com,123-abc,Technical author,Group,51-200,e4077877-335e-4bb7-9dc8-fe06179a8de1,2025-03-30,Re-Contextualize End-To-End Applications Deal 440,26034.03,2025-04-25,Negotiation,sandersernest@example.com
Katherine,Brown,emilycollins@example.net,2494431539,Public relations account executive,Inc,201-500,0a1e3ef2-318c-4cc6-bfbf-16cbd270fb8e,2025-03-03,Brand Global Eyeballs Deal 379,-1000.0,2025-04-21,Negotiation,zgarza@example.org
Anthony,Stephens,xjones@example.net,+1-296-699-7266x4111,Amenity horticulturist,Group,1-10,fbd768dc-fb82-49f5-a243-5bc657ff89ef,2025-03-21,Enhance E-Business Deliverables Deal 112,34346.19,2025-04-29,Closed Lost,younglauren@example.net
George,Hernandez,ibennett@example.org,+1-706-787-0282,Rural practice surveyor,Ltd,201-500,af268a6a-9ccc-46d5-97b3-4185b3e40ede,2025-03-30,Deploy Synergistic Interfaces Deal 226,18880.37,2025-04-19,Closed Lost,mckenziewilson@example.net
Melinda,Hall,andrea88@example.org,(271)225-6755x0433,Sports therapist,Group,201-500,0dc270f7-5017-4acb-ac7b-c1fed9984090,2025-03-26,Cultivate Transparent E-Markets Deal 135,34893.96,2025-05-23,Closed Won,qmorales@example.com
Brandi,Moore,kendra12@example.org,5048068344,Civil Service fast streamer,and Sons,,,2025-04-14,Target Proactive Deliverables Deal 381,31569.73,2025-04-18,Proposal,kim94@example.org
James,Holland,candacewheeler@example.com,(313)720-7912,Market researcher,and Sons,500+,5da0d113-0f7a-42f4-8739-d230138c5458,2025-03-02,Incubate User-Centric Portals Deal 180,45618.69,2025-04-29,Closed Won,jonesrebecca@example.net
Amanda,Ball,blake99@example.net,+1-620-648-6840x715,Civil Service fast streamer,LLC,11-50,1aaf350b-a0f0-42c9-b313-7d2e93603fb6,2025-03-08,Re-Intermediate User-Centric Relationships Deal 275,26425.92,2025-05-04,Prospecting,parklawrence@example.com
Charlotte,Aguilar,parrishrobert@example.org,+1-934-562-6099x23563,Veterinary surgeon,LLC,11-50,7baeede0-1c60-4194-88c7-7a796c10e783,2025-03-06,Strategize User-Centric E-Markets Deal 245,11656.72,2025-05-02,Prospecting,johnsonmichael@example.org
Peggy,Wilson,cwells@example.org,(825)891-2848,Operations geologist,PLC,11-50,354dab2f-db3f-467b-92f0-342e601aebac,2025-03-03,Envisioneer Scalable Supply-Chains Deal 88,34292.1,2025-05-10,Closed Lost,bowenjulie@example.net
Christopher,Nichols,gentryjeremy@example.com,(546)893-7845,Banker,Ltd,201-500,0a7cef92-92e3-4b0c-ae29-8a3c50b31176,2025-04-04,Redefine B2C Portals Deal 311,11909.93,2025-05-01,Closed Lost,bryanjames@example.net
Richard,Guzman,keith52@example.com,(779)298-5487,Higher education careers adviser,Ltd,201-500,21eee073-5b88-4e3b-8d1d-1b7994d342fb,2025-03-02,Matrix Cutting-Edge Synergies Deal 98,14390.7,2025-04-20,Proposal,vjimenez@example.com
Vincent,Campbell,drewwilliams@example.net,+1-910-221-4854x5760,Geoscientist,Group,500+,7e37cd5d-8e5e-4363-b35a-8a33963e9731,2025-04-11,Orchestrate 24/7 Eyeballs Deal 231,35563.04,2025-04-30,Prospecting,bking@example.com
Jon,Cox,phillipsolivia@example.org,+1-897-762-0030x905,Sales promotion account executive,Group,1-10,6f43e19c-a69b-4ca5-b561-1e8825a4745a,2025-03-21,Synergize Extensible Web Services Deal 54,28333.69,2025-04-26,Prospecting,maria70@example.org
Jessica,Jones,michaelhoffman@example.org,+1-828-253-9279,"Designer, television/film set",Group,201-500,5b99d554-1b73-4942-be69-c6f25a811fc7,2025-03-09,Productize One-To-One Interfaces Deal 43,16422.16,2025-05-02,Negotiation,emilymosley@example.com
Arthur,Jordan,not-an-email,123-abc,Writer,Group,1-10,552b0e0b-7b62-4892-af83-8d05e8967a03,2025-04-20,Re-Contextualize Visionary Platforms Deal 437,,2025-05-06,Prospecting,phaley@example.net
Christine,White,jonesandre@example.com,123-abc,"Teacher, English as a foreign language",PLC,,427a3f38-513b-4910-97d9-866a65d07cb0,2025-04-18,Transform Synergistic Mindshare Deal 406,20337.88,2025-05-20,Prospecting,ronald98@example.org
Toni,Acosta,not-an-email,+1-476-659-2010x17009,Advertising account executive,Ltd,,ab4652d1-43ff-454b-9596-45fb3e9f3a41,2025-03-30,Synthesize Extensible Vortals Deal 480,38932.44,2025-04-23,Closed Lost,david04@example.com
Noah,Robbins,michaelfischer@example.net,(709)641-6896x8561,"Engineer, land",Ltd,1-10,d11c9428-7151-4fa5-b489-3748e67ec850,2025-03-28,Exploit Enterprise Partnerships Deal 106,10570.77,2025-05-26,Prospecting,xmaddox@example.net
Adam,Smith,ppatton@example.com,(256)673-7495,"Teacher, English as a foreign language",Group,1-10,61be1a66-79ff-49b5-8f72-07e60f9a40ff,2025-03-24,Extend Open-Source E-Commerce Deal 244,13911.28,2025-04-20,Negotiation,allenjackie@example.com
Debra,Brown,stacylewis@example.com,310-725-0423,Colour technologist,LLC,11-50,1bdc2c2a-40ee-4281-98fc-5475489db65e,2025-04-26,Visualize Frictionless Portals Deal 436,43407.71,2025-05-07,Closed Lost,saundersnicholas@example.net
Daniel,Reynolds,emorales@example.net,324-979-0321x2990,Aeronautical engineer,PLC,51-200,9eddfb84-4dda-459b-9ad1-148152981ea4,2025-04-26,Extend Transparent Models Deal 235,25948.51,2025-05-07,Prospecting,derekdavis@example.org
Laura,Donovan,christina79@example.org,(434)648-6049,"Accountant, chartered",Inc,500+,fbbde13d-7e3d-4a76-a62c-6c80e61a5b1b,2025-04-26,Reinvent Bleeding-Edge Applications Deal 414,49169.71,2025-04-19,Prospecting,leedustin@example.com
Caroline,Flores,rojaswilliam@example.net,338.261.2895x9414,Planning and development surveyor,,51-200,,2025-03-17,Disintermediate Bricks-And-Clicks Architectures Deal 410,21675.49,2025-04-19,Negotiation,tdavis@example.org
Yolanda,Martinez,garellano@example.com,385-789-5958,"Scientist, research (medical)",PLC,500+,6ef3ac51-5a3b-4868-ab47-f213493a1240,2025-03-18,Incubate B2B Vortals Deal 264,37990.45,2025-04-28,Closed Lost,christopherwatts@example.org
Mark,Jones,phester@example.org,+1-732-243-2502x3680,Estate manager/land agent,PLC,11-50,0e9531e4-32a9-4ffc-ba77-7c169186729d,2025-03-27,Scale Magnetic Eyeballs Deal 400,22873.56,2025-05-25,Closed Won,gordonronald@example.org
Eric,Smith,louis53@example.net,296.766.6294,Production engineer,Group,,5b425df4-f7bb-4173-8dc3-7652375ccb35,2025-03-29,Reinvent Bricks-And-Clicks Partnerships Deal 365,16820.05,2025-05-19,Closed Won,wilsonheather@example.com
Amanda,Noble,stacy41@example.org,+1-712-428-7680x562,"Engineer, maintenance (IT)",LLC,1-10,020206a1-ea26-41ef-8147-b90f8a567dd0,2025-03-15,E-Enable Plug-And-Play Architectures Deal 38,47214.83,2025-05-13,Closed Lost,zcook@example.net
Susan,Rodriguez,burtonjames@example.org,768-824-3337x06429,Warden/ranger,,51-200,dc6281f2-3b11-42c1-9055-f341cd4daa17,2025-03-19,Synthesize Enterprise Communities Deal 416,,2025-04-29,Negotiation,stephenschristopher@example.org
Garrett,Li,kelly42@example.com,001-323-503-3802x43459,Make,Inc,51-200,66d518f1-ae30-4f15-b63d-3ef04cb85965,2025-04-11,Harness Revolutionary Synergies Deal 368,30957.55,2025-05-14,Closed Won,vnunez@example.com
Blake,Kelley,lcompton@example.com,001-741-795-6207,Broadcast engineer,Inc,201-500,2a13f90a-1aef-4ce2-93c1-dc9abf34dabc,2025-03-19,Scale Bricks-And-Clicks Relationships Deal 224,6961.55,2025-04-26,Closed Lost,misty53@example.com
Susan,Johnson,leslie96@example.net,001-530-346-1130,Corporate investment banker,and Sons,201-500,,2025-04-07,Incentivize Holistic Relationships Deal 375,-1000.0,2025-05-13,Negotiation,justinlarson@example.net
Scott,Watson,mcguirebilly@example.net,892.597.8802x2520,Haematologist,Group,500+,b5c579e4-97c1-4334-9b87-d0bc8a22d588,2025-03-09,Facilitate Virtual E-Business Deal 15,6946.43,2025-05-17,Prospecting,itran@example.com
Paige,Williams,rebecca36@example.org,(710)689-5904,"Engineer, mining",Ltd,11-50,3cd833e4-669a-49db-815b-587bd5116cac,2025-03-04,Revolutionize Front-End Partnerships Deal 204,48047.77,2025-05-27,Proposal,samanthamcgee@example.com
Dawn,Harris,robertmcknight@example.net,517-638-8473x7305,Medical technical officer,Group,1-10,b13016c4-c319-488a-a1d7-93b2957489b1,2025-04-27,Maximize Bleeding-Edge Niches Deal 306,26343.88,2025-05-22,Closed Won,jonvega@example.org
Jamie,Jenkins,lindatate@example.org,584.563.8933x31770,"Surveyor, land/geomatics",Ltd,11-50,f709e0b3-5ce5-42c0-bdcd-2166330c5bae,2025-04-23,Embrace Scalable Users Deal 277,18869.03,2025-05-01,Closed Lost,qflores@example.com
Greg,Avila,not-an-email,+1-345-510-7051,Farm manager,Inc,500+,4e1e9496-5cec-48db-8ab2-01b50e372974,2025-04-15,Seize Front-End Platforms Deal 463,39688.42,2025-04-28,Closed Lost,amysmith@example.com
Heidi,Smith,heather63@example.com,930-417-5462,Cartographer,LLC,51-200,cc49546e-eb5a-4e7f-88bc-dc5d7f38aa38,2025-03-13,Iterate Out-Of-The-Box Vortals Deal 491,40004.53,2025-04-28,Closed Won,katelyn25@example.net
Martin,Smith,stevenmayer@example.net,560-429-0712,Special educational needs teacher,Group,11-50,853dc7f0-4259-4244-8b3e-7e75052b4acf,2025-03-04,Re-Contextualize 24/365 Functionalities Deal 293,25341.91,2025-05-14,Negotiation,jennifersullivan@example.net
Elizabeth,Diaz,tcook@example.com,549.259.4300,Multimedia programmer,Inc,1-10,42b52c68-890b-4555-80c3-412269578281,2025-03-13,Syndicate Interactive E-Tailers Deal 274,47307.99,2025-04-20,Closed Lost,fnguyen@example.org
Jeffrey,Cooper,wilsonjohn@example.org,7403580235,"Engineer, materials",Group,51-200,23c18407-4221-4a60-859a-40a9e68b33a8,2025-03-07,Benchmark Enterprise Content Deal 119,7427.47,2025-04-17,Proposal,psandoval@example.org
Karen,Franklin,croberts@example.org,351-967-3675,Mining engineer,PLC,,,2025-03-04,Synthesize Bleeding-Edge E-Services Deal 469,49156.52,2025-04-27,Negotiation,yjohnson@example.net
Megan,Johnson,not-an-email,651.356.8392x689,Recycling officer,Inc,1-10,93b82d72-a4dc-4163-a9db-9da7c1dcc4b4,2025-04-24,Incentivize Integrated Interfaces Deal 342,10019.8,2025-05-03,Prospecting,laura64@example.net
Sally,Christensen,not-an-email,001-836-926-3632x9836,Sports development officer,Ltd,51-200,9dc0506a-6407-429c-a957-0f3cef5b0ddf,2025-04-07,Enhance Interactive Technologies Deal 316,,2025-05-21,Prospecting,umoran@example.org
Jeffrey,Collier,ryanhughes@example.net,(345)528-5183x55764,Music tutor,Group,51-200,3625ba8f-7f66-4ca9-8b17-acf6e7efb3a9,2025-04-17,Empower Customized Niches Deal 355,17756.69,2025-04-22,Closed Won,bryce74@example.net
Ashley,Brown,janet21@example.com,123-abc,Telecommunications researcher,Inc,500+,402e81ff-d253-4b00-98a5-b244e2632d42,2025-03-29,Unleash Magnetic Mindshare Deal 300,14300.74,2025-05-05,Closed Lost,kanedestiny@example.net
Brian,Phillips,austinjohns@example.net,+1-705-592-9617,Regulatory affairs officer,Inc,51-200,a04498ae-2e52-48d3-bf38-6bd076f0c756,2025-03-10,Orchestrate Turn-Key Web-Readiness Deal 186,14211.39,2025-05-17,Closed Won,brianayers@example.net
Deborah,Mendoza,rushjames@example.net,(654)271-2105,Museum education officer,Inc,11-50,95a852e2-3f9f-45cf-8240-34049371b79d,2025-03-01,Architect Extensible Systems Deal 100,32911.18,2025-05-24,Closed Won,suzanneroach@example.net
Randy,Brady,melaniethomas@example.net,4138520180,Oceanographer,Inc,201-500,383ae29d-1a31-4e95-8d25-1e9298d9d758,2025-03-27,Re-Contextualize Visionary Solutions Deal 30,32293.6,2025-05-07,Closed Lost,englishsamantha@example.net
Keith,Jones,zbrooks@example.org,870-477-8379x1877,Actor,Inc,11-50,93293653-e29a-4892-a9a1-c0309b66054d,2025-03-23,Harness User-Centric Systems Deal 37,30261.42,2025-05-13,Proposal,vmurphy@example.com
Scott,Smith,walkeralison@example.net,777.479.9514,Television production assistant,and Sons,51-200,c50e415e-5068-4421-827f-19dcfcf9914f,2025-04-03,Monetize E-Business Portals Deal 189,8454.93,2025-05-22,Closed Lost,deangonzalez@example.net
Robert,Wilson,beantaylor@example.org,(736)540-8620,Publishing rights manager,Inc,1-10,517100e9-97c2-4dda-a8b8-a460c8373592,2025-03-14,Exploit Ubiquitous Functionalities Deal 263,35050.77,2025-05-26,Prospecting,kevinmurray@example.net
Robin,Jackson,susanmoore@example.net,(881)722-7228x9790,"Engineer, broadcasting (operations)",and Sons,11-50,b8ec44a8-42c5-40d1-b0aa-9e1cdc330f8d,2025-04-03,Streamline Proactive Eyeballs Deal 374,7136.57,2025-05-21,Proposal,mcclainrobert@example.com
Lynn,Skinner,sharonsolis@example.com,001-427-895-1008x0104,Health physicist,LLC,51-200,bf100b42-585a-42f2-b1c2-79d2f756768e,2025-03-09,Envisioneer Impactful Metrics Deal 148,17331.64,2025-05-10,Negotiation,scottmadison@example.com
Chad,Martinez,evansmark@example.org,(386)886-0432x140,"Producer, radio",LLC,201-500,b62ba585-9b56-484a-afd7-72d4c7b3b950,2025-04-20,Extend Bleeding-Edge E-Markets Deal 302,43908.5,2025-05-24,Prospecting,hannahmalone@example.net
William,Smith,williamsemily@example.net,353.615.4641,Tour manager,and Sons,51-200,16075321-ceb8-49d2-955d-60a66cf185f4,2025-04-21,Unleash Enterprise Eyeballs Deal 169,25495.52,2025-04-23,Closed Lost,tpope@example.net
Timothy,Tucker,masseygregory@example.com,+1-712-253-4421,"Pharmacist, community",PLC,500+,1bb69d5f-04b2-460d-bb9a-18de3415e9ba,2025-03-04,Mesh Visionary Models Deal 359,,2025-05-27,Closed Won,kbrown@example.org
Zachary,Patterson,verickson@example.net,+1-968-775-8301x3078,Sub,Inc,1-10,ffa42075-f50e-4dd7-8dee-bed6947ea145,2025-03-20,Enable Proactive E-Business Deal 91,23982.64,2025-05-17,Proposal,alison89@example.net
James,Rojas,vincentbarrett@example.com,+1-446-663-3124,Chief of Staff,Ltd,51-200,da242c8a-8045-4bc1-9aa6-2658791bcc85,2025-03-02,Architect Cross-Platform Portals Deal 11,1601.82,2025-05-10,Closed Lost,michaelmckee@example.com
Kevin,Stone,andrewsmichael@example.com,001-386-339-4721x69289,Bookseller,LLC,201-500,efbbef7c-d774-4ecf-b922-82fbe64e12bf,2025-03-31,Re-Intermediate Viral Experiences Deal 271,30816.21,2025-04-25,Closed Won,janicemiller@example.net
Janice,Jenkins,christina26@example.org,001-634-541-6919x02849,Fisheries officer,Inc,500+,18e75352-ebd6-48b5-918b-9966c0da92e2,2025-03-15,Target Transparent Communities Deal 26,15696.12,2025-05-19,Prospecting,kgonzalez@example.net
